date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:22:59	166/166	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Jun%202018%2017:23:00%20GMT	https://appadvice.com/	E:/WebSite/apps/appadvice.com/index.html	(from )
01:22:59	109/109	---MCZ	200	added ('OK')	text/plain	date:Tue,%2027%20Mar%202018%2015:03:00%20GMT	https://appadvice.com/robots.txt		(from )
01:23:02	214879/214879	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Jun%202018%2017:23:00%20GMT	https://appadvice.com/appnn	E:/WebSite/apps/appadvice.com/appnn.html	(from https://appadvice.com/)
01:23:03	5789/5789	---M-Z	200	added ('OK')	application/javascript	etag:%22a23cd55888add2e2e644c54d781ebbe3%22	https://appadvice.com/cdn-cgi/apps/head/AqZrhzT8obba5426JZAKKYutYoY.js	E:/WebSite/apps/appadvice.com/cdn-cgi/apps/head/AqZrhzT8obba5426JZAKKYutYoY.js	(from https://appadvice.com/appnn)
01:23:03	3567/3567	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Sep%202016%2016:31:25%20GMT	https://appadvice.com/assets-appadvice/AppAdvice/apple-touch-icon-152x152-e09ba8eec829f580a536248b3db30cf7c74f8a4b57e1c51cb9596879d5a35fee.png	E:/WebSite/apps/appadvice.com/assets-appadvice/AppAdvice/apple-touch-icon-152x152-e09ba8eec829f580a536248b3db30cf7c74f8a4b57e1c51cb9596879d5a35fee.png	(from https://appadvice.com/appnn)
01:23:04	1512/1512	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2018:56:07%20GMT	https://appadvice.com/assets-appadvice/AppAdvice/apple-touch-icon-628812f173fb0fae0426e8e64ed38bf9d82e4283a38ed2cc5c1f4af162f3cdcd.png	E:/WebSite/apps/appadvice.com/assets-appadvice/AppAdvice/apple-touch-icon-628812f173fb0fae0426e8e64ed38bf9d82e4283a38ed2cc5c1f4af162f3cdcd.png	(from https://appadvice.com/appnn)
01:23:04	1873/1873	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Sep%202016%2016:31:25%20GMT	https://appadvice.com/assets-appadvice/AppAdvice/apple-touch-icon-76x76-53c5cdb6a86996f154316db95f0bc20a242bfb50778ddab71f1a0b6a9d399d8b.png	E:/WebSite/apps/appadvice.com/assets-appadvice/AppAdvice/apple-touch-icon-76x76-53c5cdb6a86996f154316db95f0bc20a242bfb50778ddab71f1a0b6a9d399d8b.png	(from https://appadvice.com/appnn)
01:23:04	4158/4158	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Sep%202016%2016:31:25%20GMT	https://appadvice.com/assets-appadvice/AppAdvice/apple-touch-icon-180x180-d885589338e9caaf005a7c3cf81347e0b61c676971b4462f34625c06b4c9ac32.png	E:/WebSite/apps/appadvice.com/assets-appadvice/AppAdvice/apple-touch-icon-180x180-d885589338e9caaf005a7c3cf81347e0b61c676971b4462f34625c06b4c9ac32.png	(from https://appadvice.com/appnn)
01:23:05	3039/3039	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Sep%202016%2016:31:25%20GMT	https://appadvice.com/assets-appadvice/AppAdvice/touch-icon-128x128-dffbee5ca27d614b63560b6fd2df05eb0ecd449aff54ff5064fea37f9158f317.png	E:/WebSite/apps/appadvice.com/assets-appadvice/AppAdvice/touch-icon-128x128-dffbee5ca27d614b63560b6fd2df05eb0ecd449aff54ff5064fea37f9158f317.png	(from https://appadvice.com/appnn)
01:23:05	2800/2800	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2018:56:07%20GMT	https://appadvice.com/assets-appadvice/AppAdvice/apple-touch-icon-120x120-27cd0560daabf5bb9a5477bb27ecebf1981d7cd8db2a0b74ff12d89ef1225660.png	E:/WebSite/apps/appadvice.com/assets-appadvice/AppAdvice/apple-touch-icon-120x120-27cd0560daabf5bb9a5477bb27ecebf1981d7cd8db2a0b74ff12d89ef1225660.png	(from https://appadvice.com/appnn)
